,campaign_id,move,date,bank,tracking_mode,trash_type,lat,lon,municipality,department,state,country,river_name
66,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.90609440000001,-0.6303483999999987,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
67,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.90585329999999,-0.6374153999999997,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
68,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,FoodPackage,43.9065445,-0.6383057999999996,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
69,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,FoodPackage,43.9065445,-0.6383057999999996,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
70,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9069076,-0.6383942999999997,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
71,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9073257,-0.6387578999999988,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
72,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9073257,-0.6387578999999988,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
73,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.90741019999998,-0.638837699999999,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
74,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.907467700000005,-0.638918099999999,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
75,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9076768,-0.6409437000000002,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
76,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.90733529999999,-0.6415004000000002,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
77,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9076799,-0.6422321000000003,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
78,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9076799,-0.6422321000000003,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
79,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.90766909999999,-0.6423778999999991,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
80,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9076641,-0.6425263999999986,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
81,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9076641,-0.6425263999999986,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
82,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9076641,-0.6425263999999986,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
83,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.90775559999999,-0.6427598999999987,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
84,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,HouseholdItems,43.90780769999999,-0.6430774999999996,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
85,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.90788710000001,-0.6434299000000001,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
86,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.90788710000001,-0.6434299000000001,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
87,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.90793970000001,-0.6435824999999997,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
88,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.90793970000001,-0.6435824999999997,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
89,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.90793970000001,-0.6435824999999997,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
90,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.90793970000001,-0.6435824999999997,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
91,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.90793970000001,-0.6435824999999997,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
92,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9075992,-0.644759199999999,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
93,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.90754659999998,-0.6452125000000002,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
94,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.9075371,-0.645440399999999,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
95,d8859f45-f973-4f19-bc4c-15eebee28d4f,kayak,2022-02-09 13:16:50.279,right,manual,Fragment,43.90750370000001,-0.6456535000000002,Saint-Martin-d'Oney,LANDES,NOUVELLE-AQUITAINE,France,Rivière le Midou
